RULING,RULING_DATE,Found_HTS8,brief_description
NY N341947,9/3/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341947,9/3/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341947,9/3/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341962,9/3/24,8501.72.10,"Photovoltaic DC generators, of an output exceeding 50 W but not exceeding 750 W"
NY N341962,9/3/24,8501.72.10,"Photovoltaic DC generators, of an output exceeding 50 W but not exceeding 750 W"
NY N341962,9/3/24,8501.72.10,"Photovoltaic DC generators, of an output exceeding 50 W but not exceeding 750 W"
NY N341962,9/3/24,8501.72.10,"Photovoltaic DC generators, of an output exceeding 50 W but not exceeding 750 W"
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341975,9/3/24,2933.19.35,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring
NY N341977,9/3/24,6109.00.00,
NY N341977,9/3/24,9802.00.50,"Articles returned to the U.S. after having been exported for repairs or alterations, nesoi"
NY N341977,9/3/24,9802.00.50,"Articles returned to the U.S. after having been exported for repairs or alterations, nesoi"
NY N341977,9/3/24,9802.00.50,"Articles returned to the U.S. after having been exported for repairs or alterations, nesoi"
NY N341977,9/3/24,9802.00.50,"Articles returned to the U.S. after having been exported for repairs or alterations, nesoi"
NY N341977,9/3/24,9802.00.50,"Articles returned to the U.S. after having been exported for repairs or alterations, nesoi"
NY N341977,9/3/24,9802.00.50,"Articles returned to the U.S. after having been exported for repairs or alterations, nesoi"
NY N342198,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342198,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342198,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342198,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342198,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342198,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342199,9/3/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N342342,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342342,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342342,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342342,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342342,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342342,9/3/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341830,8/30/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341906,8/30/24,1404.90.90,Other vegetable materials nesoi
NY N341906,8/30/24,1404.90.90,Other vegetable materials nesoi
NY N341906,8/30/24,1404.90.90,Other vegetable materials nesoi
NY N341906,8/30/24,1404.90.90,Other vegetable materials nesoi
NY N341906,8/30/24,1404.90.90,Other vegetable materials nesoi
NY N341906,8/30/24,1404.90.90,Other vegetable materials nesoi
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N341907,8/30/24,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.40.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342011,8/30/24,6206.30.30,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, nesoi"
NY N342140,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342140,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342140,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342140,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342140,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342140,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342140,8/30/24,4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15 cm wide or rectangular sheets nesoi"
NY N342140,8/30/24,4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15 cm wide or rectangular sheets nesoi"
NY N342140,8/30/24,4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15 cm wide or rectangular sheets nesoi"
NY N342140,8/30/24,4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15 cm wide or rectangular sheets nesoi"
NY N342140,8/30/24,4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15 cm wide or rectangular sheets nesoi"
NY N342140,8/30/24,4811.90.90,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, nesoi, in rolls n/o 15 cm wide or rectangular sheets nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,4420.19.00,Wooden statuettes and other wood ornaments not of tropical wood
NY N342167,8/30/24,4420.19.00,Wooden statuettes and other wood ornaments not of tropical wood
NY N342167,8/30/24,4420.19.00,Wooden statuettes and other wood ornaments not of tropical wood
NY N342167,8/30/24,4420.19.00,Wooden statuettes and other wood ornaments not of tropical wood
NY N342167,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342167,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342167,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342167,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342167,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342167,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6111.30.50,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
NY N342167,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342167,8/30/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342169,8/30/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N342169,8/30/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N342169,8/30/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N342169,8/30/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N342169,8/30/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N342169,8/30/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N342339,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342339,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342339,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342339,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342339,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342339,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342340,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342340,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342340,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342340,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342340,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342340,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342341,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342341,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342341,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342341,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342341,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
NY N342341,8/30/24,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
HQ H335581,8/30/24,9802.00.80,"U.S. articles assembled abroad, which have not lost their physical identity or have not advanced in value or improved in condition abroad"
HQ H335581,8/30/24,9802.00.80,"U.S. articles assembled abroad, which have not lost their physical identity or have not advanced in value or improved in condition abroad"
HQ H335581,8/30/24,9802.00.80,"U.S. articles assembled abroad, which have not lost their physical identity or have not advanced in value or improved in condition abroad"
HQ H335581,8/30/24,9802.00.80,"U.S. articles assembled abroad, which have not lost their physical identity or have not advanced in value or improved in condition abroad"
HQ H335581,8/30/24,9802.00.80,"U.S. articles assembled abroad, which have not lost their physical identity or have not advanced in value or improved in condition abroad"
HQ H335581,8/30/24,9802.00.80,"U.S. articles assembled abroad, which have not lost their physical identity or have not advanced in value or improved in condition abroad"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341827,8/29/24,6402.99.31,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, w/ext. surf. of uppers o/90% rubber or plastics, nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N341829,8/29/24,8708.80.65,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, pts. for suspension systems nesoi"
NY N342018,8/29/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342018,8/29/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342018,8/29/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342018,8/29/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342018,8/29/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342018,8/29/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342018,8/29/24,3923.50.00,"Stoppers, lids, caps and other closures, of plastics"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342050,8/29/24,8214.20.90,"Manicure and pedicure sets, and combinations thereof, other than in leather containers"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9004.10.00,"Sunglasses, corrective, protective or other"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N342166,8/29/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
